Month,Retailer,StoreType,State,Region,Category,TY AUR,Units
2020 Nov,DILLARDS,B&M,NM,WEST,PANT/CAPRI,56.82 ,50 
2020 Nov,DILLARDS,B&M,NM,WEST,TENT,,0 
2020 Nov,DILLARDS,B&M,NV,WEST,DAYPACK,89.00 ,2 
2020 Nov,DILLARDS,B&M,NV,WEST,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,NV,WEST,PANT/CAPRI,65.69 ,36 
2020 Nov,DILLARDS,B&M,NV,WEST,TENT,,0 
2020 Nov,DILLARDS,B&M,OH,NORTH CENTRAL,DAYPACK,(5.01),2 
2020 Nov,DILLARDS,B&M,OH,NORTH CENTRAL,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,OH,NORTH CENTRAL,PANT/CAPRI,49.94 ,106 
2020 Nov,DILLARDS,B&M,OH,NORTH CENTRAL,SLEEPING BAG,,0 
2020 Nov,DILLARDS,B&M,OH,NORTH CENTRAL,TENT,,0 
2020 Nov,DILLARDS,B&M,OK,SOUTH CENTRAL,DAYPACK,109.00 ,4 
2020 Nov,DILLARDS,B&M,OK,SOUTH CENTRAL,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,OK,SOUTH CENTRAL,PANT/CAPRI,64.27 ,96 
2020 Nov,DILLARDS,B&M,OK,SOUTH CENTRAL,TENT,,0 
2020 Nov,DILLARDS,B&M,SC,SOUTHEAST,DAYPACK,129.00 ,2 
2020 Nov,DILLARDS,B&M,SC,SOUTHEAST,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,SC,SOUTHEAST,PANT/CAPRI,71.35 ,46 
2020 Nov,DILLARDS,B&M,SC,SOUTHEAST,TENT,,0 
2020 Nov,DILLARDS,B&M,TN,SOUTHEAST,DAYPACK,79.25 ,8 
2020 Nov,DILLARDS,B&M,TN,SOUTHEAST,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,TN,SOUTHEAST,PANT/CAPRI,49.01 ,166 
2020 Nov,DILLARDS,B&M,TN,SOUTHEAST,TENT,,0 
2020 Nov,DILLARDS,B&M,TX,OTHER,DAYPACK,,0 
2020 Nov,DILLARDS,B&M,TX,OTHER,PANT/CAPRI,,0 
2020 Nov,DILLARDS,B&M,TX,SOUTH CENTRAL,DAYPACK,88.98 ,52 
2020 Nov,DILLARDS,B&M,TX,SOUTH CENTRAL,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,TX,SOUTH CENTRAL,PANT/CAPRI,54.77 ,912 
2020 Nov,DILLARDS,B&M,TX,SOUTH CENTRAL,SLEEPING BAG,,0 
2020 Nov,DILLARDS,B&M,TX,SOUTH CENTRAL,TENT,,0 
2020 Nov,DILLARDS,B&M,UT,WEST,DAYPACK,89.00 ,2 
2020 Nov,DILLARDS,B&M,UT,WEST,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,UT,WEST,PANT/CAPRI,71.29 ,62 
2020 Nov,DILLARDS,B&M,UT,WEST,TENT,,0 
2020 Nov,DILLARDS,B&M,VA,MIDATLANTIC,DAYPACK,75.65 ,4 
2020 Nov,DILLARDS,B&M,VA,MIDATLANTIC,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,VA,MIDATLANTIC,PANT/CAPRI,68.53 ,68 
2020 Nov,DILLARDS,B&M,VA,MIDATLANTIC,TENT,,0 
2020 Nov,DILLARDS,B&M,WY,NORTHWEST,DAYPACK,89.00 ,2 
2020 Nov,DILLARDS,B&M,WY,NORTHWEST,JACKET/VEST,,0 
2020 Nov,DILLARDS,B&M,WY,NORTHWEST,PANT/CAPRI,31.50 ,8 
2020 Nov,DILLARDS,B&M,WY,NORTHWEST,TENT,,0 
2020 Nov,DILLARDS,ECOMMERCE,AR,OTHER,DAYPACK,89.08 ,74 
2020 Nov,DILLARDS,ECOMMERCE,AR,OTHER,JACKET/VEST,,0 
2020 Nov,DILLARDS,ECOMMERCE,AR,OTHER,PANT/CAPRI,68.90 ,282 
2020 Nov,DILLARDS,ECOMMERCE,AR,OTHER,SLEEPING BAG,,0 
2020 Nov,DILLARDS,ECOMMERCE,AR,OTHER,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,DAYPACK,37.97 ,4 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,PANT/CAPRI,73.75 ,16 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,DAYPACK,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,PANT/CAPRI,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,DAYPACK,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,PANT/CAPRI,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,DAYPACK,63.79 ,22 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,PANT/CAPRI,72.14 ,14 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,SLEEPING BAG,299.95 ,2 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,DAYPACK,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,PANT/CAPRI,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,DAYPACK,67.15 ,4 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,PANT/CAPRI,72.94 ,26 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,DAYPACK,75.69 ,56 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,PANT/CAPRI,69.56 ,130 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,DAYPACK,75.37 ,14 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,PANT/CAPRI,66.50 ,16 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,DAYPACK,62.60 ,22 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,PANT/CAPRI,69.32 ,60 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,OTHER,OTHER,DAYPACK,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,OTHER,OTHER,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,OTHER,OTHER,PANT/CAPRI,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,OTHER,OTHER,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,DAYPACK,62.99 ,2 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,PANT/CAPRI,100.25 ,8 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,RI,NORTHEAST,DAYPACK,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,RI,NORTHEAST,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,RI,NORTHEAST,PANT/CAPRI,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,RI,NORTHEAST,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,DAYPACK,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,PANT/CAPRI,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,DAYPACK,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,JACKET/VEST,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,PANT/CAPRI,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,SLEEPING BAG,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,TENT,,0 
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,DAYPACK,59.40 ,68 
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,JACKET/VEST,86.48 ,8 
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,PANT/CAPRI,48.67 ,140 
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,SLEEPING BAG,234.61 ,16 
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,TENT,299.00 ,2 
2020 Nov,FIELDANDSTREAM,B&M,AL,SOUTHEAST,PANT/CAPRI,60.00 ,2 
2020 Nov,FIELDANDSTREAM,B&M,AL,SOUTHEAST,SLEEPING BAG,68.06 ,8 
2020 Nov,FIELDANDSTREAM,B&M,AL,SOUTHEAST,TENT,159.00 ,2 
2020 Nov,FIELDANDSTREAM,B&M,KY,SOUTHEAST,TENT,,0 
2020 Nov,FIELDANDSTREAM,B&M,OH,NORTH CENTRAL,DAYPACK,,0 
2020 Nov,FIELDANDSTREAM,B&M,OH,NORTH CENTRAL,PANT/CAPRI,56.25 ,8 
2020 Nov,FIELDANDSTREAM,B&M,OH,NORTH CENTRAL,SLEEPING BAG,98.13 ,16 
2020 Nov,FIELDANDSTREAM,B&M,OH,NORTH CENTRAL,TENT,,0 
2020 Nov,FIELDANDSTREAM,B&M,PA,MIDATLANTIC,PANT/CAPRI,50.19 ,4 
2020 Nov,FIELDANDSTREAM,B&M,PA,MIDATLANTIC,SLEEPING BAG,87.26 ,20 
2020 Nov,FIELDANDSTREAM,B&M,PA,MIDATLANTIC,TENT,172.12 ,4 
2020 Nov,FIELDANDSTREAM,ECOMMERCE,GA,OTHER,PANT/CAPRI,,0 
2020 Nov,FIELDANDSTREAM,ECOMMERCE,GA,OTHER,SLEEPING BAG,107.65 ,44 
2020 Nov,FIELDANDSTREAM,ECOMMERCE,GA,OTHER,TENT,399.99 ,2 
2020 Nov,FINISH LINE,B&M,AL,SOUTHEAST,PANT/CAPRI,65.00 ,(2)
2020 Nov,FINISH LINE,B&M,CA,WEST,DAYPACK,69.00 ,4 
2020 Nov,FINISH LINE,B&M,CA,WEST,PANT/CAPRI,47.35 ,20 
2020 Nov,FINISH LINE,B&M,CO,WEST,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,CO,WEST,PANT/CAPRI,60.06 ,32 
2020 Nov,FINISH LINE,B&M,CT,NORTHEAST,PANT/CAPRI,40.91 ,(2)
2020 Nov,FINISH LINE,B&M,DE,MIDATLANTIC,DAYPACK,80.10 ,4 
2020 Nov,FINISH LINE,B&M,DE,MIDATLANTIC,PANT/CAPRI,65.00 ,8 
2020 Nov,FINISH LINE,B&M,FL,SOUTHEAST,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,FL,SOUTHEAST,PANT/CAPRI,53.13 ,28 
2020 Nov,FINISH LINE,B&M,GA,SOUTHEAST,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,GA,SOUTHEAST,PANT/CAPRI,58.18 ,86 
2020 Nov,FINISH LINE,B&M,IA,NORTH CENTRAL,DAYPACK,89.00 ,2 
2020 Nov,FINISH LINE,B&M,IA,NORTH CENTRAL,PANT/CAPRI,,0 
2020 Nov,FINISH LINE,B&M,IL,NORTH CENTRAL,DAYPACK,62.30 ,4 
2020 Nov,FINISH LINE,B&M,IL,NORTH CENTRAL,PANT/CAPRI,54.08 ,50 
2020 Nov,FINISH LINE,B&M,IL,OTHER,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,IL,OTHER,PANT/CAPRI,51.67 ,6 
2020 Nov,FINISH LINE,B&M,IN,NORTH CENTRAL,DAYPACK,75.65 ,4 
2020 Nov,FINISH LINE,B&M,IN,NORTH CENTRAL,PANT/CAPRI,52.92 ,114 
2020 Nov,FINISH LINE,B&M,IN,OTHER,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,IN,OTHER,PANT/CAPRI,,0 
2020 Nov,FINISH LINE,B&M,KY,SOUTHEAST,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,KY,SOUTHEAST,PANT/CAPRI,20.00 ,2 
2020 Nov,FINISH LINE,B&M,MA,NORTHEAST,DAYPACK,69.00 ,4 
2020 Nov,FINISH LINE,B&M,MA,NORTHEAST,PANT/CAPRI,59.83 ,30 
2020 Nov,FINISH LINE,B&M,MD,MIDATLANTIC,DAYPACK,69.00 ,2 
2020 Nov,FINISH LINE,B&M,MD,MIDATLANTIC,PANT/CAPRI,62.40 ,10 
2020 Nov,FINISH LINE,B&M,MI,NORTH CENTRAL,DAYPACK,74.00 ,8 
2020 Nov,FINISH LINE,B&M,MI,NORTH CENTRAL,PANT/CAPRI,58.31 ,16 
2020 Nov,FINISH LINE,B&M,MN,NORTH CENTRAL,PANT/CAPRI,54.33 ,12 
2020 Nov,FINISH LINE,B&M,MO,NORTH CENTRAL,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,MS,SOUTHEAST,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,MS,SOUTHEAST,PANT/CAPRI,45.00 ,2 
2020 Nov,FINISH LINE,B&M,NC,SOUTHEAST,DAYPACK,62.30 ,2 
2020 Nov,FINISH LINE,B&M,NC,SOUTHEAST,PANT/CAPRI,61.67 ,6 
2020 Nov,FINISH LINE,B&M,NH,NORTHEAST,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,NH,NORTHEAST,PANT/CAPRI,55.25 ,4 
2020 Nov,FINISH LINE,B&M,NJ,MIDATLANTIC,DAYPACK,82.33 ,6 
2020 Nov,FINISH LINE,B&M,NJ,MIDATLANTIC,PANT/CAPRI,58.06 ,34 
2020 Nov,FINISH LINE,B&M,NY,NORTHEAST,DAYPACK,69.00 ,12 
2020 Nov,FINISH LINE,B&M,NY,NORTHEAST,PANT/CAPRI,53.29 ,68 
2020 Nov,FINISH LINE,B&M,NY,OTHER,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,NY,OTHER,PANT/CAPRI,97.66 ,12 
2020 Nov,FINISH LINE,B&M,OH,NORTH CENTRAL,DAYPACK,69.00 ,2 
2020 Nov,FINISH LINE,B&M,OH,NORTH CENTRAL,PANT/CAPRI,54.03 ,56 
2020 Nov,FINISH LINE,B&M,OR,NORTHWEST,PANT/CAPRI,60.00 ,6 
2020 Nov,FINISH LINE,B&M,OTHER,OTHER,PANT/CAPRI,,0 
2020 Nov,FINISH LINE,B&M,PA,MIDATLANTIC,DAYPACK,62.30 ,2 
2020 Nov,FINISH LINE,B&M,PA,MIDATLANTIC,PANT/CAPRI,54.69 ,44 
2020 Nov,FINISH LINE,B&M,SC,SOUTHEAST,PANT/CAPRI,56.00 ,8 
2020 Nov,FINISH LINE,B&M,TN,SOUTHEAST,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,TN,SOUTHEAST,PANT/CAPRI,45.83 ,24 
2020 Nov,FINISH LINE,B&M,TX,SOUTH CENTRAL,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,TX,SOUTH CENTRAL,PANT/CAPRI,52.51 ,56 
2020 Nov,FINISH LINE,B&M,VA,MIDATLANTIC,DAYPACK,,0 
2020 Nov,FINISH LINE,B&M,VA,MIDATLANTIC,PANT/CAPRI,50.65 ,20 
2020 Nov,FINISH LINE,B&M,WA,NORTHWEST,DAYPACK,62.30 ,2 
2020 Nov,FINISH LINE,B&M,WA,NORTHWEST,PANT/CAPRI,,0 
2020 Nov,FINISH LINE,B&M,WI,NORTH CENTRAL,PANT/CAPRI,45.00 ,2 
2020 Nov,FINISH LINE,ECOMMERCE,OTHER,OTHER,DAYPACK,76.31 ,18 
2020 Nov,FINISH LINE,ECOMMERCE,OTHER,OTHER,PANT/CAPRI,50.37 ,"1,506 "
2020 Nov,HIBBETT SPORTS,B&M,AL,SOUTHEAST,DAYPACK,65.96 ,52 
2020 Nov,HIBBETT SPORTS,B&M,AL,SOUTHEAST,PANT/CAPRI,51.57 ,82 
2020 Nov,HIBBETT SPORTS,B&M,AR,SOUTH CENTRAL,DAYPACK,69.60 ,36 
2020 Nov,HIBBETT SPORTS,B&M,AR,SOUTH CENTRAL,PANT/CAPRI,46.87 ,12 
2020 Nov,HIBBETT SPORTS,B&M,AZ,WEST,DAYPACK,61.00 ,2 
2020 Nov,HIBBETT SPORTS,B&M,AZ,WEST,PANT/CAPRI,,0 
2020 Nov,HIBBETT SPORTS,B&M,CA,WEST,DAYPACK,60.38 ,4 
2020 Nov,HIBBETT SPORTS,B&M,CA,WEST,PANT/CAPRI,55.00 ,14 
2020 Nov,HIBBETT SPORTS,B&M,CO,WEST,DAYPACK,,0 
2020 Nov,HIBBETT SPORTS,B&M,CO,WEST,PANT/CAPRI,,0 
2020 Nov,HIBBETT SPORTS,B&M,DE,MIDATLANTIC,DAYPACK,,0 
2020 Nov,HIBBETT SPORTS,B&M,DE,MIDATLANTIC,PANT/CAPRI,49.50 ,4 
2020 Nov,HIBBETT SPORTS,B&M,FL,NORTHWEST,DAYPACK,,0 
2020 Nov,HIBBETT SPORTS,B&M,FL,NORTHWEST,PANT/CAPRI,,0 
2020 Nov,HIBBETT SPORTS,B&M,FL,SOUTHEAST,DAYPACK,64.69 ,16 
2020 Nov,HIBBETT SPORTS,B&M,FL,SOUTHEAST,PANT/CAPRI,53.86 ,8 
2020 Nov,HIBBETT SPORTS,B&M,GA,NORTH CENTRAL,DAYPACK,,0 
2020 Nov,HIBBETT SPORTS,B&M,GA,NORTH CENTRAL,PANT/CAPRI,55.00 ,6 
2020 Nov,HIBBETT SPORTS,B&M,GA,SOUTHEAST,DAYPACK,66.86 ,88 
2020 Nov,HIBBETT SPORTS,B&M,GA,SOUTHEAST,PANT/CAPRI,49.64 ,124 
2020 Nov,HIBBETT SPORTS,B&M,IA,NORTH CENTRAL,DAYPACK,65.83 ,14 
2020 Nov,HIBBETT SPORTS,B&M,IA,NORTH CENTRAL,PANT/CAPRI,55.00 ,2 
2020 Nov,HIBBETT SPORTS,B&M,IL,NORTH CENTRAL,DAYPACK,61.61 ,14 
2020 Nov,HIBBETT SPORTS,B&M,IL,NORTH CENTRAL,PANT/CAPRI,46.07 ,30 
2020 Nov,HIBBETT SPORTS,B&M,IN,NORTH CENTRAL,DAYPACK,57.49 ,12 
2020 Nov,HIBBETT SPORTS,B&M,IN,NORTH CENTRAL,PANT/CAPRI,45.21 ,12 
2020 Nov,HIBBETT SPORTS,B&M,KS,NORTH CENTRAL,DAYPACK,52.74 ,22 
2020 Nov,HIBBETT SPORTS,B&M,KS,NORTH CENTRAL,PANT/CAPRI,24.24 ,8 
2020 Nov,HIBBETT SPORTS,B&M,KY,SOUTHEAST,DAYPACK,45.23 ,32 
2020 Nov,HIBBETT SPORTS,B&M,KY,SOUTHEAST,PANT/CAPRI,38.63 ,44 
2020 Nov,HIBBETT SPORTS,B&M,LA,SOUTH CENTRAL,DAYPACK,55.07 ,14 
2020 Nov,HIBBETT SPORTS,B&M,LA,SOUTH CENTRAL,PANT/CAPRI,53.61 ,40 
2020 Nov,HIBBETT SPORTS,B&M,MD,MIDATLANTIC,DAYPACK,69.00 ,2 
2020 Nov,HIBBETT SPORTS,B&M,MD,MIDATLANTIC,PANT/CAPRI,55.00 ,8 
2020 Nov,HIBBETT SPORTS,B&M,MN,NORTH CENTRAL,DAYPACK,60.38 ,4 
2020 Nov,HIBBETT SPORTS,B&M,MO,NORTH CENTRAL,DAYPACK,61.42 ,20 
2020 Nov,HIBBETT SPORTS,B&M,MO,NORTH CENTRAL,PANT/CAPRI,39.40 ,16 
2020 Nov,HIBBETT SPORTS,B&M,MS,SOUTHEAST,DAYPACK,42.49 ,22 
2020 Nov,HIBBETT SPORTS,B&M,MS,SOUTHEAST,PANT/CAPRI,52.25 ,40 
2020 Nov,HIBBETT SPORTS,B&M,NC,SOUTHEAST,DAYPACK,56.82 ,20 
2020 Nov,HIBBETT SPORTS,B&M,NC,SOUTHEAST,PANT/CAPRI,46.93 ,92 
2020 Nov,HIBBETT SPORTS,B&M,NE,NORTH CENTRAL,DAYPACK,41.16 ,6 
2020 Nov,HIBBETT SPORTS,B&M,NE,NORTH CENTRAL,PANT/CAPRI,,0 
2020 Nov,HIBBETT SPORTS,B&M,NJ,MIDATLANTIC,DAYPACK,42.25 ,6 
2020 Nov,HIBBETT SPORTS,B&M,NJ,MIDATLANTIC,PANT/CAPRI,,0 
2020 Nov,HIBBETT SPORTS,B&M,NM,WEST,DAYPACK,53.08 ,14 
2020 Nov,HIBBETT SPORTS,B&M,NM,WEST,PANT/CAPRI,,0 
2020 Nov,HIBBETT SPORTS,B&M,NY,NORTHEAST,DAYPACK,,0 
2020 Nov,HIBBETT SPORTS,B&M,NY,NORTHEAST,PANT/CAPRI,,0 
2020 Nov,HIBBETT SPORTS,B&M,OH,NORTH CENTRAL,DAYPACK,57.50 ,6 
2020 Nov,HIBBETT SPORTS,B&M,OH,NORTH CENTRAL,PANT/CAPRI,50.65 ,30 
2020 Nov,HIBBETT SPORTS,B&M,OK,SOUTH CENTRAL,DAYPACK,62.39 ,46 
2020 Nov,HIBBETT SPORTS,B&M,OK,SOUTH CENTRAL,PANT/CAPRI,37.49 ,4 
2020 Nov,HIBBETT SPORTS,B&M,PA,MIDATLANTIC,DAYPACK,51.75 ,2 
2020 Nov,HIBBETT SPORTS,B&M,PA,MIDATLANTIC,PANT/CAPRI,55.00 ,10 
2020 Nov,HIBBETT SPORTS,B&M,SC,SOUTHEAST,DAYPACK,65.39 ,16 
2020 Nov,HIBBETT SPORTS,B&M,SC,SOUTHEAST,PANT/CAPRI,48.34 ,56 
2020 Nov,HIBBETT SPORTS,B&M,SD,NORTH CENTRAL,DAYPACK,51.75 ,2 
2020 Nov,HIBBETT SPORTS,B&M,TN,SOUTHEAST,DAYPACK,63.41 ,52 
2020 Nov,HIBBETT SPORTS,B&M,TN,SOUTHEAST,PANT/CAPRI,41.17 ,26 
2020 Nov,HIBBETT SPORTS,B&M,TX,MIDATLANTIC,DAYPACK,69.00 ,2 
2020 Nov,HIBBETT SPORTS,B&M,TX,SOUTH CENTRAL,DAYPACK,67.19 ,142 
2020 Nov,HIBBETT SPORTS,B&M,TX,SOUTH CENTRAL,PANT/CAPRI,49.04 ,34 
2020 Nov,HIBBETT SPORTS,B&M,UT,WEST,DAYPACK,,0 
2020 Nov,HIBBETT SPORTS,B&M,VA,MIDATLANTIC,DAYPACK,59.19 ,20 
2020 Nov,HIBBETT SPORTS,B&M,VA,MIDATLANTIC,PANT/CAPRI,48.54 ,30 
2020 Nov,HIBBETT SPORTS,B&M,WI,NORTH CENTRAL,DAYPACK,69.00 ,2 
2020 Nov,HIBBETT SPORTS,B&M,WI,NORTH CENTRAL,PANT/CAPRI,55.00 ,2 
2020 Nov,HIBBETT SPORTS,B&M,WV,MIDATLANTIC,DAYPACK,66.21 ,4 
2020 Nov,HIBBETT SPORTS,B&M,WV,MIDATLANTIC,PANT/CAPRI,43.54 ,12 
2020 Nov,HIBBETT SPORTS,B&M,WY,NORTHWEST,DAYPACK,69.00 ,2 
2020 Nov,HIBBETT SPORTS,ECOMMERCE,AL,OTHER,DAYPACK,70.02 ,92 
2020 Nov,HIBBETT SPORTS,ECOMMERCE,AL,OTHER,PANT/CAPRI,44.07 ,184 
2020 Nov,MACYS,B&M,AL,SOUTHEAST,DAYPACK,,0 
2020 Nov,MACYS,B&M,AZ,WEST,DAYPACK,,0 
2020 Nov,MACYS,B&M,AZ,WEST,PANT/CAPRI,75.12 ,(8)
2020 Nov,MACYS,B&M,CA,WEST,DAYPACK,10.16 ,24 
2020 Nov,MACYS,B&M,CA,WEST,PANT/CAPRI,42.05 ,734 
2020 Nov,MACYS,B&M,CA,WEST,SLEEPING BAG,,0 
2020 Nov,MACYS,B&M,CA,WEST,TENT,,0 
2020 Nov,MACYS,B&M,CO,WEST,DAYPACK,,0 
2020 Nov,MACYS,B&M,CO,WEST,PANT/CAPRI,45.34 ,36 
2020 Nov,MACYS,B&M,CT,NORTHEAST,DAYPACK,39.15 ,8 
2020 Nov,MACYS,B&M,CT,NORTHEAST,PANT/CAPRI,41.37 ,174 
